GEO_ID,NAME,STATE_NUM,Population,STUDIO,1_BED,2_BED,3_BED,4_BED
0500000US01001,Autauga County,1,55639,716,817,977,1241,1595
0500000US01003,Baldwin County,1,218289,924,928,1206,1534,1971
0500000US01005,Barbour County,1,25026,558,562,740,941,994
0500000US01007,Bibb County,1,22374,866,942,1075,1376,1494
0500000US01009,Blount County,1,57755,866,942,1075,1376,1494
0500000US01011,Bullock County,1,10173,620,631,820,999,1229
0500000US01013,Butler County,1,19726,576,664,761,926,1022
0500000US01015,Calhoun County,1,114324,605,609,802,1088,1178
0500000US01017,Chambers County,1,33427,688,692,911,1109,1224
0500000US01019,Cherokee County,1,26035,574,584,759,959,1097
0500000US01021,Chilton County,1,44147,617,634,755,1036,1040
0500000US01023,Choctaw County,1,12755,560,562,740,921,1260
0500000US01025,Clarke County,1,23866,560,573,740,1052,1260
0500000US01027,Clay County,1,13285,520,626,740,1001,1154
0500000US01029,Cleburne County,1,14952,561,594,741,966,1110
0500000US01031,Coffee County,1,52238,607,625,803,1141,1250
0500000US01033,Colbert County,1,54957,574,617,811,1000,1249
0500000US01035,Conecuh County,1,12219,560,655,740,1008,1109
0500000US01037,Coosa County,1,10696,579,589,766,932,1148
0500000US01039,Covington County,1,37096,558,562,740,986,1214
0500000US01041,Crenshaw County,1,13826,560,562,740,901,994
0500000US01043,Cullman County,1,83345,627,655,815,1097,1125
0500000US01045,Dale County,1,49293,633,636,740,1052,1260
0500000US01047,Dallas County,1,38184,597,600,790,961,1061
0500000US01049,DeKalb County,1,71430,560,579,740,1015,1153
0500000US01051,Elmore County,1,81526,716,817,977,1241,1595
0500000US01053,Escambia County,1,36775,560,606,740,946,1164
0500000US01055,Etowah County,1,102721,514,660,769,973,1033
0500000US01057,Fayette County,1,16406,560,655,740,924,1109
0500000US01059,Franklin County,1,31587,560,655,740,901,1251
0500000US01061,Geneva County,1,26383,619,622,761,1015,1156
0500000US01063,Greene County,1,8221,623,627,794,966,1067
0500000US01065,Hale County,1,14754,816,822,1018,1277,1368
0500000US01067,Henry County,1,17123,558,562,740,985,1001
0500000US01069,Houston County,1,105319,619,622,761,1015,1156
0500000US01071,Jackson County,1,51765,560,624,740,901,1247
0500000US01073,Jefferson County,1,658615,866,942,1075,1376,1494
0500000US01075,Lamar County,1,13854,560,613,740,1011,1109
0500000US01077,Lauderdale County,1,92870,574,617,811,1000,1249
0500000US01079,Lawrence County,1,32969,623,651,795,1038,1151
0500000US01081,Lee County,1,163461,722,774,992,1327,1393
0500000US01083,Limestone County,1,96921,737,872,1029,1354,1612
0500000US01085,Lowndes County,1,9936,716,817,977,1241,1595
0500000US01087,Macon County,1,18437,584,586,772,977,1315
0500000US01089,Madison County,1,367686,737,872,1029,1354,1612
0500000US01091,Marengo County,1,19138,560,655,740,929,1109
0500000US01093,Marion County,1,29818,495,562,740,960,1260
0500000US01095,Marshall County,1,96137,565,569,740,990,994
0500000US01097,Mobile County,1,413977,738,793,986,1318,1400
0500000US01099,Monroe County,1,21006,560,655,740,1046,1078
0500000US01101,Montgomery County,1,226451,716,817,977,1241,1595
0500000US01103,Morgan County,1,119352,623,651,795,1038,1151
0500000US01105,Perry County,1,9104,604,707,799,972,1197
0500000US01107,Pickens County,1,20049,558,562,740,979,994
0500000US01109,Pike County,1,33274,673,676,890,1083,1196
0500000US01111,Randolph County,1,22732,560,655,740,1052,1109
0500000US01113,Russell County,1,57938,759,819,945,1276,1610
0500000US01115,St Clair County,1,88929,866,942,1075,1376,1494
0500000US01117,Shelby County,1,216350,866,942,1075,1376,1494
0500000US01119,Sumter County,1,12595,679,690,897,1092,1211
0500000US01121,Talladega County,1,80244,504,573,754,1033,1102
0500000US01123,Tallapoosa County,1,40450,598,600,790,1049,1076
0500000US01125,Tuscaloosa County,1,208854,816,822,1018,1277,1368
0500000US01127,Walker County,1,63802,560,562,740,1004,1042
0500000US01129,Washington County,1,16336,661,712,883,1075,1252
0500000US01131,Wilcox County,1,10552,675,686,892,1086,1198
0500000US01133,Winston County,1,23712,560,562,740,1014,1018
0500000US02013,Aleutians East County,2,3389,865,937,1234,1502,1873
0500000US02016,Aleutians West County,2,5708,1202,1365,1797,2187,2414
0500000US02020,Anchorage County,2,292090,932,1027,1352,1921,2303
0500000US02050,Bethel County,2,18263,1417,1426,1819,2214,2444
0500000US02060,Bristol Bay County,2,739,769,833,1097,1559,1665
0500000US02068,Denali County,2,6495,899,974,1282,1663,1946
0500000US02070,Dillingham County,2,2894,781,889,1168,1518,1990
0500000US02090,Fairbanks North Star County,2,2502,1021,1106,1456,1772,2210
0500000US02100,Haines County,2,4934,884,958,1261,1535,1694
0500000US02105,Hoonah-Angoon County,2,98455,993,1128,1485,2110,2529
0500000US02110,Juneau County,2,2547,919,996,1311,1700,1990
0500000US02122,Kenai Peninsula County,2,2135,855,928,1219,1529,1850
0500000US02130,Ketchikan Gateway County,2,32099,1002,1176,1499,2130,2236
0500000US02150,Kodiak Island County,2,58809,901,903,1179,1676,1895
0500000US02164,Lake and Peninsula County,2,13833,905,1029,1354,1815,2306
0500000US02170,Matanuska-Susitna County,2,13383,1094,1243,1636,2023,2431
0500000US02180,Nome County,2,1156,605,733,863,1204,1310
0500000US02185,North Slope County,2,107360,830,884,1164,1654,1983
0500000US02188,Northwest Arctic County,2,10009,1156,1163,1467,2085,2227
0500000US02195,Petersburg County,2,9375,1188,1349,1776,2162,2386
0500000US02198,Prince of Wales-Hyder County,2,7709,1150,1307,1720,2302,2311
0500000US02220,Sitka County,2,3278,893,976,1274,1551,2069
0500000US02230,Skagway County,2,6338,764,866,1020,1331,1370
0500000US02240,Southeast Fairbanks County,2,8569,956,1110,1316,1870,2228
0500000US02261,Valdez-Cordova County,2,1300,963,1072,1389,1690,2108
0500000US02270,Wade Hampton County,2,6911,867,977,1237,1651,1994
0500000US02275,Wrangell County,2,2510,694,754,993,1411,1507
0500000US02282,Yakutat County,2,597,884,958,1261,1535,1914
0500000US02290,Yukon-Koyukuk County,2,5305,829,847,957,1351,1453
0500000US04001,Apache County,4,71714,618,703,925,1233,1284
0500000US04003,Cochise County,4,126442,727,775,964,1370,1642
0500000US04005,Coconino County,4,142254,1227,1308,1615,1974,2387
0500000US04007,Gila County,4,53846,830,836,1100,1517,1522
0500000US04009,Graham County,4,38304,845,850,1026,1458,1748
0500000US04011,Greenlee County,4,9465,639,846,955,1162,1288
0500000US04012,La Paz County,4,21035,743,844,1111,1579,1605
0500000US04013,Maricopa County,4,4412779,1344,1467,1740,2386,2716
0500000US04015,Mohave County,4,210998,711,831,1058,1473,1651
0500000US04017,Navajo County,4,110271,722,788,1037,1336,1393
0500000US04019,Pima County,4,1038476,786,893,1175,1670,1955
0500000US04021,Pinal County,4,447559,1344,1467,1740,2386,2716
0500000US04023,Santa Cruz County,4,46594,605,688,905,1240,1245
0500000US04025,Yavapai County,4,232396,857,1042,1281,1769,2045
0500000US04027,Yuma County,4,211931,810,815,1073,1514,1828
0500000US05001,Arkansas County,5,17761,509,578,761,926,1110
0500000US05003,Ashley County,5,20000,594,597,720,876,1226
0500000US05005,Baxter County,5,41673,599,603,794,981,1130
0500000US05007,Benton County,5,273510,720,764,930,1322,1582
0500000US05009,Boone County,5,37525,539,594,720,1023,1084
0500000US05011,Bradley County,5,10805,539,568,720,1005,1226
0500000US05013,Calhoun County,5,5160,608,617,812,988,1155
0500000US05015,Carroll County,5,28062,485,552,726,884,975
0500000US05017,Chicot County,5,10433,543,547,720,976,1226
0500000US05019,Clark County,5,22341,552,629,720,1006,1130
0500000US05021,Clay County,5,14710,543,547,720,917,1154
0500000US05023,Cleburne County,5,25063,583,591,778,949,1045
0500000US05025,Cleveland County,5,8063,580,619,815,1026,1095
0500000US05027,Columbia County,5,23620,543,547,720,964,967
0500000US05029,Conway County,5,20895,539,547,720,1002,1105
0500000US05031,Craighead County,5,109081,562,665,840,1088,1431
0500000US05033,Crawford County,5,63118,601,605,797,1102,1270
0500000US05035,Crittenden County,5,48381,800,902,1032,1365,1584
0500000US05037,Cross County,5,16576,554,561,739,1034,1259
0500000US05039,Dallas County,5,7114,539,547,720,1023,1024
0500000US05041,Desha County,5,11538,539,566,720,979,1226
0500000US05043,Drew County,5,18263,570,578,761,933,1112
0500000US05045,Faulkner County,5,124800,791,805,920,1227,1468
0500000US05047,Franklin County,5,17785,581,588,720,887,1226
0500000US05049,Fulton County,5,12301,481,547,720,1000,1167
0500000US05051,Garland County,5,99043,646,673,879,1088,1424
0500000US05053,Grant County,5,18229,679,691,789,1005,1256
0500000US05055,Greene County,5,45197,556,646,742,1055,1081
0500000US05057,Hempstead County,5,21695,575,583,768,998,1238
0500000US05059,Hot Spring County,5,33667,535,557,733,977,1193
0500000US05061,Howard County,5,13267,489,563,720,882,967
0500000US05063,Independence County,5,37585,544,552,726,950,975
0500000US05065,Izard County,5,13596,539,585,720,929,1024
0500000US05067,Jackson County,5,16908,539,547,720,876,1024
0500000US05069,Jefferson County,5,68123,580,619,815,1026,1095
0500000US05071,Johnson County,5,26475,547,555,730,970,981
0500000US05073,Lafayette County,5,6728,539,547,720,876,1024
0500000US05075,Lawrence County,5,16511,539,547,720,957,1134
0500000US05077,Lee County,5,8963,539,547,720,1023,1024
0500000US05079,Lincoln County,5,13278,580,619,815,1026,1095
0500000US05081,Little River County,5,12345,543,547,720,1023,1226
0500000US05083,Logan County,5,21619,507,637,720,996,1016
0500000US05085,Lonoke County,5,73163,791,805,920,1227,1468
0500000US05087,Madison County,5,16393,720,764,930,1322,1582
0500000US05089,Marion County,5,16586,546,554,729,887,979
0500000US05091,Miller County,5,43515,704,709,890,1109,1444
0500000US05093,Mississippi County,5,41396,532,568,720,964,967
0500000US05095,Monroe County,5,6879,481,547,720,945,1024
0500000US05097,Montgomery County,5,8964,539,637,720,993,1226
0500000US05099,Nevada County,5,8249,616,625,823,1002,1171
0500000US05101,Newton County,5,7753,539,605,720,884,1226
0500000US05103,Ouachita County,5,23597,624,630,720,964,967
0500000US05105,Perry County,5,10342,791,805,920,1227,1468
0500000US05107,Phillips County,5,18151,539,554,720,1023,1226
0500000US05109,Pike County,5,10714,539,579,720,940,1120
0500000US05111,Poinsett County,5,23747,543,547,720,892,967
0500000US05113,Polk County,5,19999,505,579,756,920,1115
0500000US05115,Pope County,5,63926,560,596,748,1054,1092
0500000US05117,Prairie County,5,8138,561,569,749,912,1065
0500000US05119,Pulaski County,5,393078,791,805,920,1227,1468
0500000US05121,Randolph County,5,17934,624,637,720,980,1226
0500000US05125,Saline County,5,25477,571,575,720,1023,1041
0500000US05127,Scott County,5,120990,791,805,920,1227,1468
0500000US05129,Searcy County,5,10269,539,547,720,911,1024
0500000US05131,Sebastian County,5,7898,539,547,720,930,1024
0500000US05133,Sevier County,5,127670,601,605,797,1102,1270
0500000US05135,Sharp County,5,16947,539,600,720,962,1030
0500000US05123,St Francis County,5,17217,525,571,720,879,1126
0500000US05137,Stone County,5,12582,539,547,720,1023,1024
0500000US05139,Union County,5,39089,638,642,764,1068,1095
0500000US05141,Van Buren County,5,16578,500,547,720,879,967
0500000US05143,Washington County,5,236198,720,764,930,1322,1582
0500000US05145,White County,5,78725,503,596,739,998,1246
0500000US05147,Woodruff County,5,6477,539,547,720,951,1024
0500000US05149,Yell County,5,21425,539,574,720,964,1024
0500000US06001,Alameda County,6,1661584,1658,1969,2405,3144,3706
0500000US06003,Alpine County,6,1159,776,867,1140,1620,1841
0500000US06005,Amador County,6,39023,992,998,1199,1704,2042
0500000US06007,Butte County,6,223344,893,941,1239,1761,2110
0500000US06009,Calaveras County,6,45828,919,925,1161,1650,1889
0500000US06011,Colusa County,6,21491,741,746,982,1341,1356
0500000US06013,Contra Costa County,6,1147788,1658,1969,2405,3144,3706
0500000US06015,Del Norte County,6,27692,693,875,1037,1421,1766
0500000US06017,El Dorado County,6,190345,1277,1400,1756,2496,2907
0500000US06019,Fresno County,6,990204,991,997,1258,1772,2029
0500000US06021,Glenn County,6,28060,668,759,999,1272,1511
0500000US06023,Humboldt County,6,136101,812,907,1183,1681,2015
0500000US06025,Imperial County,6,180580,772,904,1155,1606,1952
0500000US06027,Inyo County,6,17930,795,961,1189,1555,1920
0500000US06029,Kern County,6,892458,863,869,1137,1616,1937
0500000US06031,Kings County,6,151090,1030,1036,1287,1829,2091
0500000US06033,Lake County,6,64276,747,849,1117,1587,1872
0500000US06035,Lassen County,6,30600,650,738,972,1381,1424
0500000US06037,Los Angeles County,6,10040682,1534,1747,2222,2888,3170
0500000US06039,Madera County,6,155925,967,973,1258,1784,1971
0500000US06041,Marin County,6,259441,2156,2665,3188,3912,4283
0500000US06043,Mariposa County,6,17319,794,857,1086,1543,1850
0500000US06045,Mendocino County,6,87110,988,995,1305,1844,2223
0500000US06047,Merced County,6,273661,854,1017,1243,1767,2117
0500000US06049,Modoc County,6,8853,674,678,832,1073,1344
0500000US06051,Mono County,6,14395,1061,1137,1386,1970,2238
0500000US06053,Monterey County,6,432977,2112,2194,2675,3790,4144
0500000US06055,Napa County,6,138572,1597,1814,2388,3288,3332
0500000US06057,Nevada County,6,99417,1047,1054,1387,1971,2257
0500000US06059,Orange County,6,3170345,1939,2113,2539,3448,4032
0500000US06061,Placer County,6,391799,1277,1400,1756,2496,2907
0500000US06063,Plumas County,6,18844,681,772,1000,1421,1634
0500000US06065,Riverside County,6,2437864,1281,1398,1751,2376,2922
0500000US06067,Sacramento County,6,1537948,1277,1400,1756,2496,2907
0500000US06069,San Benito County,6,61547,1441,1637,2155,3063,3671
0500000US06071,San Bernardino County,6,2162532,1281,1398,1751,2376,2922
0500000US06073,San Diego County,6,3323970,1714,1885,2399,3279,3988
0500000US06075,San Francisco County,6,874784,2156,2665,3188,3912,4283
0500000US06077,San Joaquin County,6,751615,1040,1158,1513,2150,2577
0500000US06079,San Luis Obispo County,6,282517,1394,1561,2055,2834,3155
0500000US06081,San Mateo County,6,765623,2156,2665,3188,3912,4283
0500000US06083,Santa Barbara County,6,444895,2040,2350,2667,3520,4001
0500000US06085,Santa Clara County,6,1924379,2223,2513,2941,3750,4202
0500000US06087,Santa Cruz County,6,273170,2212,2502,3293,4077,4568
0500000US06089,Shasta County,6,179267,895,1017,1339,1903,2281
0500000US06091,Sierra County,6,2898,774,866,1138,1479,1838
0500000US06093,Siskiyou County,6,43516,738,752,974,1384,1408
0500000US06095,Solano County,6,444538,1428,1620,1963,2790,3266
0500000US06097,Sonoma County,6,496801,1525,1711,2252,3101,3356
0500000US06099,Stanislaus County,6,546235,1039,1072,1365,1929,2258
0500000US06101,Sutter County,6,96315,1003,1010,1288,1830,2194
0500000US06103,Tehama County,6,64176,760,819,1078,1460,1703
0500000US06105,Trinity County,6,12541,629,702,924,1313,1502
0500000US06107,Tulare County,6,463955,825,848,1116,1552,1790
0500000US06109,Tuolumne County,6,54147,794,902,1187,1567,2022
0500000US06111,Ventura County,6,845599,1703,2001,2425,3368,3962
0500000US06113,Yolo County,6,218774,1386,1406,1851,2561,3072
0500000US06115,Yuba County,6,77524,1003,1010,1288,1830,2194
0500000US08001,Adams County,8,509844,1390,1538,1856,2449,2750
0500000US08003,Alamosa County,8,16153,743,748,985,1238,1678
0500000US08005,Arapahoe County,8,649980,1390,1538,1856,2449,2750
0500000US08007,Archuleta County,8,13588,928,966,1232,1639,1990
0500000US08009,Baca County,8,3570,643,647,826,1174,1334
0500000US08011,Bent County,8,5677,673,678,892,1086,1441
0500000US08013,Boulder County,8,324682,1397,1578,1911,2541,3005
0500000US08014,Broomfield County,8,69444,1390,1538,1856,2449,2750
0500000US08015,Chaffee County,8,19977,861,1041,1176,1545,2003
0500000US08017,Cheyenne County,8,1999,623,628,826,1164,1334
0500000US08019,Clear Creek County,8,9533,1390,1538,1856,2449,2750
0500000US08021,Conejos County,8,8130,631,635,826,1104,1128
0500000US08023,Costilla County,8,3810,720,724,924,1209,1492
0500000US08025,Crowley County,8,5733,864,870,1110,1504,1793
0500000US08027,Custer County,8,4941,745,750,987,1291,1681
0500000US08029,Delta County,8,30758,804,809,1065,1388,1531
0500000US08031,Denver County,8,715878,1390,1538,1856,2449,2750
0500000US08033,Dolores County,8,1896,722,727,927,1212,1497
0500000US08035,Douglas County,8,344280,1390,1538,1856,2449,2750
0500000US08037,Eagle County,8,54960,1357,1542,2030,2490,2727
0500000US08041,El Paso County,8,26230,1390,1538,1856,2449,2750
0500000US08039,Elbert County,8,710499,1020,1183,1484,2109,2528
0500000US08043,Fremont County,8,47725,792,798,1050,1492,1646
0500000US08045,Garfield County,8,59605,1094,1101,1357,1861,2275
0500000US08047,Gilpin County,8,6108,1390,1538,1856,2449,2750
0500000US08049,Grand County,8,15536,965,1109,1253,1542,2134
0500000US08051,Gunnison County,8,17119,961,967,1273,1721,2168
0500000US08053,Hinsdale County,8,781,800,862,974,1274,1573
0500000US08055,Huerfano County,8,6769,751,756,995,1211,1607
0500000US08057,Jackson County,8,1316,646,649,826,1174,1334
0500000US08059,Jefferson County,8,578795,1390,1538,1856,2449,2750
0500000US08061,Kiowa County,8,1463,727,731,933,1136,1507
0500000US08063,Kit Carson County,8,7246,811,816,1061,1291,1785
0500000US08067,La Plata County,8,7845,796,859,970,1379,1567
0500000US08065,Lake County,8,56138,1094,1307,1476,1916,2514
0500000US08069,Larimer County,8,350523,1210,1232,1539,2187,2469
0500000US08071,Las Animas County,8,14323,685,778,1024,1307,1460
0500000US08073,Lincoln County,8,5608,775,780,995,1245,1695
0500000US08075,Logan County,8,22282,710,766,1008,1433,1505
0500000US08077,Mesa County,8,152962,713,812,1066,1515,1816
0500000US08079,Mineral County,8,853,918,924,1179,1542,1904
0500000US08081,Moffat County,8,13150,812,817,1076,1310,1445
0500000US08083,Montezuma County,8,26266,847,852,1122,1366,1911
0500000US08085,Montrose County,8,42280,801,807,1062,1509,1809
0500000US08087,Morgan County,8,28617,736,819,1078,1443,1726
0500000US08089,Otero County,8,18284,678,683,899,1210,1513
0500000US08091,Ouray County,8,4890,1206,1214,1598,2122,2242
0500000US08093,Park County,8,18345,1390,1538,1856,2449,2750
0500000US08095,Phillips County,8,4343,780,785,1002,1219,1346
0500000US08097,Pitkin County,8,17980,1366,1590,1910,2325,3179
0500000US08099,Prowers County,8,12035,686,691,909,1106,1499
0500000US08101,Pueblo County,8,167412,815,854,1124,1471,1674
0500000US08103,Rio Blanco County,8,6369,751,756,995,1261,1341
0500000US08105,Rio Grande County,8,11300,691,695,899,1204,1452
0500000US08107,Routt County,8,25317,1279,1288,1695,2063,2887
0500000US08109,Saguache County,8,6730,693,697,918,1117,1233
0500000US08111,San Juan County,8,646,1099,1106,1411,1717,1895
0500000US08113,San Miguel County,8,8110,1144,1300,1711,2082,2763
0500000US08115,Sedgwick County,8,2306,678,731,826,1005,1334
0500000US08117,Summit County,8,30735,1350,1573,1860,2643,3168
0500000US08119,Teller County,8,24981,899,1122,1344,1910,2289
0500000US08121,Washington County,8,4869,801,863,975,1242,1310
0500000US08123,Weld County,8,315389,951,1063,1380,1961,2156
0500000US08125,Yuma County,8,10013,835,841,1107,1347,1487
0500000US09001,Fairfield County,9,944306,1472,1788,2192,2757,3034
0500000US09003,Hartford County,9,873851,1002,1207,1499,1824,2226
0500000US09005,Litchfield County,9,181143,925,1067,1384,1684,1859
0500000US09007,Middlesex County,9,162742,1002,1207,1499,1824,2226
0500000US09009,New Haven County,9,855733,1152,1344,1627,2009,2422
0500000US09011,New London County,9,266868,892,1075,1333,1735,2270
0500000US09013,Tolland County,9,150947,1002,1207,1499,1824,2226
0500000US09015,Windham County,9,116657,1027,1034,1361,1695,2211
0500000US10001,Kent County,10,179124,979,984,1182,1680,1893
0500000US10003,New Castle County,10,558306,1081,1218,1470,1789,2079
0500000US10005,Sussex County,10,230249,744,840,1106,1443,1758
0500000US11001,District of Columbia County,11,701974,1589,1615,1838,2299,2742
0500000US12001,Alachua County,12,268105,854,943,1134,1507,1523
0500000US12003,Baker County,12,28679,644,670,882,1178,1502
0500000US12005,Bay County,12,180076,1053,1122,1299,1785,2213
0500000US12007,Bradford County,12,27723,724,740,836,1172,1424
0500000US12009,Brevard County,12,594001,962,1143,1375,1834,2183
0500000US12011,Broward County,12,1942273,1366,1478,1847,2582,3146
0500000US12013,Calhoun County,12,14324,715,731,826,1157,1161
0500000US12015,Charlotte County,12,185926,930,1025,1270,1805,2163
0500000US12017,Citrus County,12,147938,721,735,967,1338,1647
0500000US12019,Clay County,12,215294,954,1102,1303,1676,2123
0500000US12021,Collier County,12,379345,1288,1468,1795,2394,2471
0500000US12023,Columbia County,12,70898,643,700,921,1163,1237
0500000US12027,DeSoto County,12,37371,716,732,827,1097,1111
0500000US12029,Dixie County,12,16740,692,696,826,1083,1263
0500000US12031,Duval County,12,948651,954,1102,1303,1676,2123
0500000US12033,Escambia County,12,316691,969,1006,1168,1623,1990
0500000US12035,Flagler County,12,112854,937,1113,1401,1853,2156
0500000US12037,Franklin County,12,11914,719,735,830,1180,1414
0500000US12039,Gadsden County,12,45787,902,1016,1176,1519,1671
0500000US12041,Gilchrist County,12,18245,854,943,1134,1507,1523
0500000US12043,Glades County,12,13777,794,799,929,1131,1306
0500000US12045,Gulf County,12,15073,908,914,1203,1487,1820
0500000US12047,Hamilton County,12,14397,623,628,826,1157,1161
0500000US12049,Hardee County,12,27027,666,671,883,1114,1241
0500000US12051,Hendry County,12,41472,715,731,826,1174,1403
0500000US12053,Hernando County,12,190700,1291,1381,1659,2123,2603
0500000US12055,Highlands County,12,104574,707,757,997,1239,1495
0500000US12057,Hillsborough County,12,1451358,1291,1381,1659,2123,2603
0500000US12059,Holmes County,12,19530,658,662,826,1106,1313
0500000US12061,Indian River County,12,156964,845,1048,1264,1629,2104
0500000US12063,Jackson County,12,47409,658,663,826,1079,1157
0500000US12065,Jefferson County,12,14278,902,1016,1176,1519,1671
0500000US12067,Lafayette County,12,8576,773,777,904,1120,1271
0500000US12069,Lake County,12,356115,1338,1422,1616,2064,2503
0500000US12071,Lee County,12,756570,1134,1141,1451,1896,2157
0500000US12073,Leon County,12,291863,902,1016,1176,1519,1671
0500000US12075,Levy County,12,40979,623,628,826,1108,1293
0500000US12077,Liberty County,12,8333,706,710,826,1005,1407
0500000US12079,Madison County,12,18557,677,731,826,1094,1407
0500000US12081,Manatee County,12,393847,1065,1277,1593,2112,2514
0500000US12083,Marion County,12,360210,855,919,1131,1448,1572
0500000US12085,Martin County,12,160420,1153,1160,1458,1969,2265
0500000US12086,Miami-Dade County,12,2705528,1362,1546,1923,2530,2997
0500000US12087,Monroe County,12,75137,1497,1597,2023,2569,3433
0500000US12089,Nassau County,12,85762,954,1102,1303,1676,2123
0500000US12091,Okaloosa County,12,207430,1058,1126,1314,1753,2238
0500000US12093,Okeechobee County,12,41611,739,744,979,1211,1376
0500000US12095,Orange County,12,1373784,1338,1422,1616,2064,2503
0500000US12097,Osceola County,12,363666,1338,1422,1616,2064,2503
0500000US12099,Palm Beach County,12,1482057,1258,1538,1881,2513,3074
0500000US12101,Pasco County,12,539885,1291,1381,1659,2123,2603
0500000US12103,Pinellas County,12,970985,1291,1381,1659,2123,2603
0500000US12105,Polk County,12,705735,930,935,1157,1565,1971
0500000US12107,Putnam County,12,73784,623,628,826,1059,1161
0500000US12113,Santa Rosa County,12,255410,954,1102,1303,1676,2123
0500000US12115,Sarasota County,12,320914,1153,1160,1458,1969,2265
0500000US12117,Seminole County,12,179587,969,1006,1168,1623,1990
0500000US12109,St Johns County,12,427766,1065,1277,1593,2112,2514
0500000US12111,St Lucie County,12,466695,1338,1422,1616,2064,2503
0500000US12119,Sumter County,12,129938,825,830,1093,1411,1468
0500000US12121,Suwannee County,12,44290,720,724,843,1028,1156
0500000US12123,Taylor County,12,21709,706,710,826,1115,1407
0500000US12125,Union County,12,15282,706,710,826,1005,1407
0500000US12127,Volusia County,12,546107,871,1063,1302,1716,1773
0500000US12129,Wakulla County,12,32855,828,930,1070,1302,1579
0500000US12131,Walton County,12,71049,889,1008,1138,1490,1738
0500000US12133,Washington County,12,25094,623,628,826,1087,1407
0500000US13001,Appling County,13,18428,602,606,772,1097,1123
0500000US13003,Atkinson County,13,8311,609,612,772,1060,1123
0500000US13005,Bacon County,13,11140,516,684,772,969,1123
0500000US13007,Baker County,13,3090,602,606,772,1034,1123
0500000US13009,Baldwin County,13,45072,658,719,812,997,1315
0500000US13011,Banks County,13,18900,681,700,811,987,1240
0500000US13013,Barrow County,13,81294,1345,1375,1553,1890,2308
0500000US13015,Bartow County,13,106456,1345,1375,1553,1890,2308
0500000US13017,Ben Hill County,13,16889,648,684,772,1027,1315
0500000US13019,Berrien County,13,19206,583,586,772,1097,1169
0500000US13021,Bibb County,13,153026,719,838,969,1207,1302
0500000US13023,Bleckley County,13,12870,583,586,772,1082,1172
0500000US13025,Brantley County,13,18924,810,815,998,1348,1633
0500000US13027,Brooks County,13,15548,680,685,895,1219,1411
0500000US13029,Bryan County,13,38321,1031,1112,1256,1715,2008
0500000US13031,Bulloch County,13,77719,706,711,887,1206,1313
0500000US13033,Burke County,13,22567,750,890,1017,1369,1675
0500000US13035,Butts County,13,24463,831,836,1094,1433,1620
0500000US13037,Calhoun County,13,6301,644,648,772,982,1231
0500000US13039,Camden County,13,53960,781,786,972,1380,1603
0500000US13043,Candler County,13,10834,602,606,772,1095,1114
0500000US13045,Carroll County,13,118692,1345,1375,1553,1890,2308
0500000US13047,Catoosa County,13,67181,910,919,1067,1372,1619
0500000US13049,Charlton County,13,13032,648,684,772,1097,1140
0500000US13051,Chatham County,13,289649,1031,1112,1256,1715,2008
0500000US13053,Chattahoochee County,13,10470,759,819,945,1276,1610
0500000US13055,Chattooga County,13,24826,529,586,772,1061,1240
0500000US13057,Cherokee County,13,253780,1345,1375,1553,1890,2308
0500000US13059,Clarke County,13,126952,825,877,995,1335,1517
0500000US13061,Clay County,13,2931,602,606,772,1097,1123
0500000US13063,Clayton County,13,287560,1345,1375,1553,1890,2308
0500000US13065,Clinch County,13,6648,602,606,772,1097,1123
0500000US13067,Cobb County,13,756653,1345,1375,1553,1890,2308
0500000US13069,Coffee County,13,43070,606,610,772,940,1037
0500000US13071,Colquitt County,13,45510,585,589,772,963,1135
0500000US13073,Columbia County,13,154257,750,890,1017,1369,1675
0500000US13075,Cook County,13,17217,602,606,772,1006,1169
0500000US13077,Coweta County,13,145839,1345,1375,1553,1890,2308
0500000US13079,Crawford County,13,12267,719,838,969,1207,1302
0500000US13081,Crisp County,13,22509,663,673,789,960,1060
0500000US13083,Dade County,13,16183,910,919,1067,1372,1619
0500000US13085,Dawson County,13,25277,1345,1375,1553,1890,2308
0500000US13087,Decatur County,13,26595,620,624,772,984,1037
0500000US13089,DeKalb County,13,755287,1345,1375,1553,1890,2308
0500000US13091,Dodge County,13,20725,583,586,772,940,1048
0500000US13093,Dooly County,13,13571,648,649,772,940,1037
0500000US13095,Dougherty County,13,88696,735,748,880,1153,1402
0500000US13097,Douglas County,13,145063,1345,1375,1553,1890,2308
0500000US13099,Early County,13,10218,602,606,772,1000,1110
0500000US13101,Echols County,13,3944,680,685,895,1219,1411
0500000US13103,Effingham County,13,62241,1031,1112,1256,1715,2008
0500000US13105,Elbert County,13,19164,594,598,787,973,1057
0500000US13107,Emanuel County,13,22525,516,613,772,980,1315
0500000US13109,Evans County,13,10671,631,635,772,953,1037
0500000US13111,Fannin County,13,25797,662,666,788,1120,1146
0500000US13113,Fayette County,13,113544,1345,1375,1553,1890,2308
0500000US13115,Floyd County,13,97805,726,731,962,1254,1500
0500000US13117,Forsyth County,13,236605,1345,1375,1553,1890,2308
0500000US13119,Franklin County,13,23015,583,586,772,1030,1123
0500000US13121,Fulton County,13,1051550,1345,1375,1553,1890,2308
0500000US13123,Gilmer County,13,30986,575,653,860,1130,1465
